2024-04-23 20:03:26,308 - Episode: 1/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:20:45,457 - Episode: 279/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-23 20:20:50,254 - Episode: 280/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-23 20:20:55,020 - Episode: 281/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-23 20:20:59,865 - Episode: 282/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:21:04,618 - Episode: 283/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-23 20:21:09,515 - Episode: 284/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-23 20:21:14,566 - Episode: 285/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 20:21:19,303 - Episode: 286/1000, Total Reward: -6.9, Accuracy: 0.00
2024-04-23 20:21:24,086 - Episode: 287/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 20:21:29,055 - Episode: 288/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-23 20:21:33,885 - Episode: 289/1000, Total Reward: -9.3, Accuracy: 0.00
2024-04-23 20:21:38,871 - Episode: 290/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-23 20:21:43,638 - Episode: 291/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-23 20:21:48,203 - Episode: 292/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:21:52,971 - Episode: 293/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:21:58,082 - Episode: 294/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:22:02,691 - Episode: 295/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:22:07,566 - Episode: 296/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-23 20:22:12,286 - Episode: 297/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:22:17,161 - Episode: 298/1000, Total Reward: -7.1000000000000005, Accuracy: 0.00
2024-04-23 20:22:21,852 - Episode: 299/1000, Total Reward: -9.899999999999999, Accuracy: 0.00
2024-04-23 20:22:26,758 - Episode: 300/1000, Total Reward: -9.5, Accuracy: 0.00
2024-04-23 20:22:31,525 - Episode: 301/1000, Total Reward: -9.7, Accuracy: 0.00
2024-04-23 20:22:36,479 - Episode: 302/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-23 20:22:41,385 - Episode: 303/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 20:22:46,043 - Episode: 304/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:22:50,858 - Episode: 305/1000, Total Reward: -1.0999999999999992, Accuracy: 0.00
2024-04-23 20:22:55,484 - Episode: 306/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:23:00,311 - Episode: 307/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:23:05,202 - Episode: 308/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:23:09,921 - Episode: 309/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:23:14,984 - Episode: 310/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-23 20:23:19,750 - Episode: 311/1000, Total Reward: -7.700000000000001, Accuracy: 0.00
2024-04-23 20:23:24,268 - Episode: 312/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-23 20:23:29,409 - Episode: 313/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-23 20:23:34,050 - Episode: 314/1000, Total Reward: -8.900000000000002, Accuracy: 0.00
2024-04-23 20:23:39,004 - Episode: 315/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-23 20:23:43,959 - Episode: 316/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-23 20:23:48,772 - Episode: 317/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-23 20:23:53,962 - Episode: 318/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:23:59,164 - Episode: 319/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-23 20:24:03,994 - Episode: 320/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:24:08,713 - Episode: 321/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:24:13,572 - Episode: 322/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-23 20:24:18,590 - Episode: 323/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-23 20:24:23,483 - Episode: 324/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:24:28,312 - Episode: 325/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:24:33,390 - Episode: 326/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:24:38,531 - Episode: 327/1000, Total Reward: -5.1, Accuracy: 0.00
2024-04-23 20:24:43,500 - Episode: 328/1000, Total Reward: -7.500000000000001, Accuracy: 0.00
2024-04-23 20:24:48,660 - Episode: 329/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:24:53,519 - Episode: 330/1000, Total Reward: -9.5, Accuracy: 0.00
2024-04-23 20:24:58,568 - Episode: 331/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 20:25:03,664 - Episode: 332/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:25:08,634 - Episode: 333/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 20:25:13,494 - Episode: 334/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:25:18,386 - Episode: 335/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:25:23,402 - Episode: 336/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:25:28,373 - Episode: 337/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:25:33,515 - Episode: 338/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:25:38,437 - Episode: 339/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:25:43,296 - Episode: 340/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:25:48,062 - Episode: 341/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:25:53,093 - Episode: 342/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:25:58,249 - Episode: 343/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-23 20:26:02,954 - Episode: 344/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:26:07,968 - Episode: 345/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:26:13,015 - Episode: 346/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:26:18,048 - Episode: 347/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:26:23,190 - Episode: 348/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:26:28,207 - Episode: 349/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-23 20:26:33,100 - Episode: 350/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 20:26:38,322 - Episode: 351/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:26:43,136 - Episode: 352/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:26:48,091 - Episode: 353/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:26:53,311 - Episode: 354/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:26:58,313 - Episode: 355/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-23 20:27:03,204 - Episode: 356/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:27:08,111 - Episode: 357/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:27:13,237 - Episode: 358/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:27:18,208 - Episode: 359/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:27:23,349 - Episode: 360/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:27:28,334 - Episode: 361/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:27:33,350 - Episode: 362/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:27:38,382 - Episode: 363/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:27:43,258 - Episode: 364/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:27:48,923 - Episode: 365/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-23 20:27:55,018 - Episode: 366/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-23 20:28:00,207 - Episode: 367/1000, Total Reward: -6.5, Accuracy: 0.00
2024-04-23 20:28:05,208 - Episode: 368/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-23 20:28:10,328 - Episode: 369/1000, Total Reward: -5.9, Accuracy: 0.00
2024-04-23 20:28:15,472 - Episode: 370/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:28:20,381 - Episode: 371/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:28:25,601 - Episode: 372/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:28:30,635 - Episode: 373/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:28:35,778 - Episode: 374/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:28:40,952 - Episode: 375/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:28:45,890 - Episode: 376/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:28:50,751 - Episode: 377/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-23 20:28:55,909 - Episode: 378/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:29:01,066 - Episode: 379/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:29:06,099 - Episode: 380/1000, Total Reward: -6.7, Accuracy: 0.00
2024-04-23 20:29:11,336 - Episode: 381/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-23 20:29:16,447 - Episode: 382/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:29:21,747 - Episode: 383/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-23 20:29:26,812 - Episode: 384/1000, Total Reward: -4.1, Accuracy: 0.00
2024-04-23 20:29:31,641 - Episode: 385/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:29:36,799 - Episode: 386/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-23 20:29:41,972 - Episode: 387/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:29:47,114 - Episode: 388/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:29:52,209 - Episode: 389/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:29:57,461 - Episode: 390/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:30:02,478 - Episode: 391/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:30:07,705 - Episode: 392/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-23 20:30:12,738 - Episode: 393/1000, Total Reward: -6.5, Accuracy: 0.00
2024-04-23 20:30:17,973 - Episode: 394/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-23 20:30:23,257 - Episode: 395/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 20:30:28,728 - Episode: 396/1000, Total Reward: -9.7, Accuracy: 0.00
2024-04-23 20:30:33,808 - Episode: 397/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-23 20:30:38,968 - Episode: 398/1000, Total Reward: -6.5, Accuracy: 0.00
2024-04-23 20:30:44,219 - Episode: 399/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-23 20:30:49,235 - Episode: 400/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-23 20:30:54,286 - Episode: 401/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:30:59,552 - Episode: 402/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:31:04,727 - Episode: 403/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:31:10,018 - Episode: 404/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:31:15,145 - Episode: 405/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-23 20:31:20,319 - Episode: 406/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-23 20:31:25,540 - Episode: 407/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-23 20:31:30,699 - Episode: 408/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 20:31:35,874 - Episode: 409/1000, Total Reward: -7.500000000000001, Accuracy: 0.00
2024-04-23 20:31:40,984 - Episode: 410/1000, Total Reward: -7.700000000000001, Accuracy: 0.00
2024-04-23 20:31:46,125 - Episode: 411/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:31:51,267 - Episode: 412/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:31:56,441 - Episode: 413/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:32:01,784 - Episode: 414/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:32:07,162 - Episode: 415/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:32:12,267 - Episode: 416/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:32:17,519 - Episode: 417/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:32:22,599 - Episode: 418/1000, Total Reward: -5.9, Accuracy: 0.00
2024-04-23 20:32:27,773 - Episode: 419/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-23 20:32:33,118 - Episode: 420/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-23 20:32:38,245 - Episode: 421/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:32:43,496 - Episode: 422/1000, Total Reward: -9.3, Accuracy: 0.00
2024-04-23 20:32:48,732 - Episode: 423/1000, Total Reward: -8.900000000000002, Accuracy: 0.00
2024-04-23 20:32:53,921 - Episode: 424/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-23 20:32:59,391 - Episode: 425/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:33:04,611 - Episode: 426/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:33:09,612 - Episode: 427/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-23 20:33:14,832 - Episode: 428/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-23 20:33:20,023 - Episode: 429/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:33:25,150 - Episode: 430/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:33:30,464 - Episode: 431/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:33:35,763 - Episode: 432/1000, Total Reward: -1.0999999999999992, Accuracy: 0.00
2024-04-23 20:33:41,156 - Episode: 433/1000, Total Reward: -6.7, Accuracy: 0.00
2024-04-23 20:33:46,283 - Episode: 434/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:33:51,629 - Episode: 435/1000, Total Reward: -7.500000000000001, Accuracy: 0.00
2024-04-23 20:33:56,740 - Episode: 436/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-23 20:34:02,243 - Episode: 437/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-23 20:34:07,497 - Episode: 438/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-23 20:34:12,733 - Episode: 439/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:34:18,203 - Episode: 440/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:34:23,437 - Episode: 441/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-23 20:34:28,750 - Episode: 442/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:34:34,065 - Episode: 443/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:34:39,192 - Episode: 444/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:34:44,430 - Episode: 445/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:34:49,730 - Episode: 446/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:34:54,920 - Episode: 447/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:35:00,358 - Episode: 448/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:35:05,546 - Episode: 449/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:35:10,859 - Episode: 450/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:35:16,094 - Episode: 451/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-23 20:35:21,330 - Episode: 452/1000, Total Reward: -4.3, Accuracy: 0.00
2024-04-23 20:35:26,488 - Episode: 453/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 20:35:31,850 - Episode: 454/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-23 20:35:37,023 - Episode: 455/1000, Total Reward: -6.5, Accuracy: 0.00
2024-04-23 20:35:42,228 - Episode: 456/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:35:47,465 - Episode: 457/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-23 20:35:52,718 - Episode: 458/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-23 20:35:57,907 - Episode: 459/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-23 20:36:03,098 - Episode: 460/1000, Total Reward: -4.3, Accuracy: 0.00
2024-04-23 20:36:08,444 - Episode: 461/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-23 20:36:13,774 - Episode: 462/1000, Total Reward: -6.7, Accuracy: 0.00
2024-04-23 20:36:18,998 - Episode: 463/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-23 20:36:24,344 - Episode: 464/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-23 20:36:29,579 - Episode: 465/1000, Total Reward: -5.1, Accuracy: 0.00
2024-04-23 20:36:34,799 - Episode: 466/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 20:36:40,052 - Episode: 467/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:36:45,163 - Episode: 468/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 20:36:50,589 - Episode: 469/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-23 20:36:55,779 - Episode: 470/1000, Total Reward: -7.700000000000001, Accuracy: 0.00
2024-04-23 20:37:01,219 - Episode: 471/1000, Total Reward: -6.9, Accuracy: 0.00
2024-04-23 20:37:06,533 - Episode: 472/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-23 20:37:11,769 - Episode: 473/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:37:16,943 - Episode: 474/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:37:22,135 - Episode: 475/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:37:27,513 - Episode: 476/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:37:32,906 - Episode: 477/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-23 20:37:38,172 - Episode: 478/1000, Total Reward: -7.700000000000001, Accuracy: 0.00
2024-04-23 20:37:43,705 - Episode: 479/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-23 20:37:48,989 - Episode: 480/1000, Total Reward: -9.3, Accuracy: 0.00
2024-04-23 20:37:54,490 - Episode: 481/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-23 20:37:59,866 - Episode: 482/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-23 20:38:05,243 - Episode: 483/1000, Total Reward: -4.3, Accuracy: 0.00
2024-04-23 20:38:10,620 - Episode: 484/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-23 20:38:15,795 - Episode: 485/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:38:21,220 - Episode: 486/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:38:26,441 - Episode: 487/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:38:31,692 - Episode: 488/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 20:38:37,133 - Episode: 489/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 20:38:42,496 - Episode: 490/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-23 20:38:47,999 - Episode: 491/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:38:53,424 - Episode: 492/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-23 20:38:58,675 - Episode: 493/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:39:04,099 - Episode: 494/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:39:09,679 - Episode: 495/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:39:14,823 - Episode: 496/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-23 20:39:20,268 - Episode: 497/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-23 20:39:25,504 - Episode: 498/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-23 20:39:30,912 - Episode: 499/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 20:39:36,304 - Episode: 500/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:39:41,587 - Episode: 501/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:39:46,966 - Episode: 502/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-23 20:39:52,327 - Episode: 503/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-23 20:39:57,734 - Episode: 504/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:40:03,266 - Episode: 505/1000, Total Reward: -7.500000000000001, Accuracy: 0.00
2024-04-23 20:40:08,626 - Episode: 506/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-23 20:40:13,986 - Episode: 507/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:40:19,598 - Episode: 508/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:40:25,173 - Episode: 509/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:40:30,488 - Episode: 510/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:40:35,990 - Episode: 511/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:40:41,570 - Episode: 512/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:40:46,651 - Episode: 513/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-23 20:40:52,139 - Episode: 514/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-23 20:40:57,593 - Episode: 515/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:41:03,079 - Episode: 516/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-23 20:41:08,425 - Episode: 517/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:41:13,644 - Episode: 518/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:41:19,192 - Episode: 519/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:41:24,599 - Episode: 520/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:41:29,834 - Episode: 521/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:41:35,117 - Episode: 522/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:41:40,527 - Episode: 523/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-23 20:41:45,936 - Episode: 524/1000, Total Reward: -4.000000000000001, Accuracy: 0.00
2024-04-23 20:41:51,205 - Episode: 525/1000, Total Reward: -5.9, Accuracy: 0.00
2024-04-23 20:41:56,738 - Episode: 526/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 20:42:02,255 - Episode: 527/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-23 20:42:07,585 - Episode: 528/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:42:12,994 - Episode: 529/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-23 20:42:18,246 - Episode: 530/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:42:23,499 - Episode: 531/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:42:29,093 - Episode: 532/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:42:34,500 - Episode: 533/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:42:39,891 - Episode: 534/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:42:45,282 - Episode: 535/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 20:42:50,796 - Episode: 536/1000, Total Reward: -6.7, Accuracy: 0.00
2024-04-23 20:42:56,421 - Episode: 537/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-23 20:43:01,767 - Episode: 538/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:43:07,301 - Episode: 539/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:43:12,739 - Episode: 540/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:43:18,165 - Episode: 541/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:43:23,636 - Episode: 542/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:43:29,122 - Episode: 543/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:43:34,577 - Episode: 544/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:43:39,937 - Episode: 545/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:43:45,266 - Episode: 546/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:43:50,735 - Episode: 547/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-23 20:43:56,158 - Episode: 548/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:44:01,628 - Episode: 549/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-23 20:44:06,941 - Episode: 550/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
